trade_id,executed_at,side,trading_pair,base_amount,quote_amount,price,fee_amount,modeled_cost,total_cost,strategy_used
44,2026-07-07T18:20:09.959269,buy,BTC/USDT,0.0003121600382083887,20.000003121600383,64069.71,0.02000000312160038,0.02,20.040003124721984,auto_mode
45,2026-07-07T18:39:11.697408,sell,BTC/USDT,0.0003121600382083887,19.993794258440417,64049.82,0.019993794258440417,0.019993850447247295,20.033781903146103,auto_mode
47,2026-07-07T18:50:34.215578,buy,BTC/USDT,0.0003127961823403296,19.97992809011049,63875.23,0.01997992809011049,0.019974760697178226,20.019882778897777,auto_mode
48,2026-07-07T18:51:45.488369,sell,BTC/USDT,0.0003127961823403296,19.952201836507843,63786.59,0.019952201836507845,0.019942010936887196,19.992096049281237,auto_mode
49,2026-07-07T19:11:58.679139,buy,BTC/USDT,0.00031395862738298327,19.95012108711254,63543.79,0.01995012108711254,0.019945254728388106,19.99001646292804,auto_mode
50,2026-07-07T19:18:38.145467,sell,BTC/USDT,0.00031395862738298327,19.907259455302214,63407.27,0.019907259455302213,0.01990035236549979,19.947067067123015,auto_mode
51,2026-07-07T19:26:57.512997,buy,BTC/USDT,0.0003133129248641963,19.90818836063266,63540.91,0.01990818836063266,0.019912762729335676,19.94800931172263,auto_mode
53,2026-07-07T20:06:16.028892,sell,BTC/USDT,0.0003133129248641963,19.992644992659052,63810.47,0.019992644992659053,0.01999589404768989,20.0326335316994,auto_mode
54,2026-07-07T20:25:31.551210,buy,BTC/USDT,0.0003122560196695572,19.904563252543532,63744.37,0.01990456325254353,0.019905727967496897,19.94437354376357,auto_mode
56,2026-07-07T21:16:43.567301,sell,BTC/USDT,0.0003122560196695572,19.891904393506127,63703.83,0.01989190439350613,0.01989722835864149,19.931693526258275,auto_mode
57,2026-07-07T21:25:16.902052,buy,BTC/USDT,0.00031335615152350206,19.882585690872876,63450.44,0.019882585690872877,0.01987931425265097,19.9223475908164,auto_mode
59,2026-07-07T22:12:17.839238,sell,BTC/USDT,0.00031335615152350206,19.882096855276497,63448.88,0.019882096855276497,0.01988069615327919,19.921859648285054,auto_mode
61,2026-07-07T22:47:49.140890,buy,BTC/USDT,0.00031235659334931734,19.855359166952578,63566.32,0.01985535916695258,0.01985535916695258,19.895069885286485,auto_mode
62,2026-07-07T23:03:51.115851,sell,BTC/USDT,0.00031235659334931734,19.851236059920367,63553.12,0.01985123605992037,0.01985145158596978,19.89093874756626,auto_mode
63,2026-07-07T23:18:51.477170,buy,BTC/USDT,0.0003113321591263826,19.83185853635057,63700.0,0.01983185853635057,0.019830709720683393,19.871521104607602,auto_mode
65,2026-07-08T00:00:42.671698,sell,BTC/USDT,0.0003113321591263826,19.723745330772342,63352.74,0.01972374533077234,0.01972504669919749,19.76319412280231,auto_mode
66,2026-07-08T00:15:24.930937,buy,BTC/USDT,0.0003116345599026687,19.792253697434383,63511.1,0.019792253697434384,0.019785332293858943,19.83183128342568,auto_mode
68,2026-07-08T01:04:50.551799,sell,BTC/USDT,0.0003116345599026687,19.807477045685626,63559.95,0.019807477045685626,0.019813204888896638,19.84709772762021,auto_mode
69,2026-07-08T01:21:06.541444,buy,BTC/USDT,0.00031106401498433013,19.76615844895978,63543.7,0.019766158448959778,0.019764621792725756,19.805689229201462,auto_mode
70,2026-07-08T02:23:44.657332,sell,BTC/USDT,0.00031106401498433013,19.56602919363931,62900.33,0.019566029193639308,0.01955870052544628,19.605153923358397,auto_mode
71,2026-07-08T02:25:40.831122,buy,BTC/USDT,0.0003130052215885111,19.69859862425039,62933.77,0.019698598624250392,0.019700958683621168,19.73799818155826,auto_mode
72,2026-07-08T02:41:40.940535,sell,BTC/USDT,0.0003130052215885111,19.692191407364476,62913.3,0.019692191407364477,0.019692786117285494,19.731576384889127,auto_mode
73,2026-07-08T02:55:41.742171,buy,BTC/USDT,0.0003124893758724569,19.675946675003146,62965.17,0.019675946675003147,0.01967604042181591,19.71529866209997,auto_mode
74,2026-07-08T03:18:05.650096,sell,BTC/USDT,0.0003124893758724569,19.68902123048965,63007.01,0.019689021230489653,0.019689018105595892,19.728399269825736,auto_mode
75,2026-07-08T03:54:04.942547,buy,BTC/USDT,0.0003131583430954301,19.648099341324272,62741.74,0.019648099341324273,0.019655038930207265,19.687402479595804,auto_mode
76,2026-07-08T04:03:29.563408,sell,BTC/USDT,0.0003131583430954301,19.66634081480958,62799.99,0.019666340814809582,0.019658323961226336,19.705665479585615,auto_mode
77,2026-07-08T04:05:30.608815,buy,BTC/USDT,0.00031255886473729365,19.614865975737416,62755.75,0.019614865975737417,0.019635101036640505,19.654115942749794,auto_mode
78,2026-07-08T04:41:43.694965,sell,BTC/USDT,0.00031255886473729365,19.626552551689944,62793.14,0.019626552551689946,0.0196260680854496,19.665805172327083,auto_mode
79,2026-07-08T05:12:15.956653,buy,BTC/USDT,0.00031218172793588233,19.613890962715907,62828.44,0.019613890962715905,0.01961388784089863,19.65311874151952,auto_mode
80,2026-07-08T05:27:15.867066,sell,BTC/USDT,0.00031218172793588233,19.58359996965429,62731.41,0.01958359996965429,0.019593517983150812,19.622777087607094,auto_mode
81,2026-07-08T06:41:11.449868,buy,BTC/USDT,0.0003129436252732949,19.582121890106144,62573.96,0.019582121890106146,0.019584303107174298,19.621288315103424,auto_mode
82,2026-07-08T07:40:28.556577,sell,BTC/USDT,0.0003129436252732949,19.651091535680123,62794.35,0.019651091535680124,0.019646513170442376,19.690389140386248,auto_mode
83,2026-07-08T08:17:35.103450,buy,BTC/USDT,0.0003127927603922812,19.578640379161662,62593.01,0.01957864037916166,0.019574570945348955,19.617793590486173,auto_mode
84,2026-07-08T08:18:09.191628,sell,BTC/USDT,0.0003127927603922812,19.501439997969243,62346.2,0.019501439997969244,0.019520667368950556,19.540462105336164,auto_mode
85,2026-07-08T08:23:09.788256,buy,BTC/USDT,0.00031345383012146673,19.523722572179654,62285.8,0.019523722572179655,0.019535665163107282,19.562781959914943,auto_mode
86,2026-07-08T08:25:30.058035,sell,BTC/USDT,0.00031345383012146673,19.485073714925676,62162.5,0.019485073714925676,0.01948527432537695,19.524044062965977,auto_mode
87,2026-07-08T08:45:04.221977,buy,BTC/USDT,0.000314276186830081,19.497587777034706,62039.66,0.019497587777034708,0.01950451756695431,19.536589882378696,auto_mode
88,2026-07-08T09:02:04.432698,sell,BTC/USDT,0.000314276186830081,19.506780355499487,62068.91,0.01950678035549949,0.019502509342120465,19.545789645197107,auto_mode
89,2026-07-08T09:16:10.929375,buy,BTC/USDT,0.0003152239195804169,19.50523656144529,61877.4,0.019505236561445292,0.01948295338257015,19.544224751389308,auto_mode
90,2026-07-08T09:26:16.636168,sell,BTC/USDT,0.0003152239195804169,19.494708082531304,61844.0,0.019494708082531304,0.019493078374867075,19.533695868988705,auto_mode
91,2026-07-08T09:27:27.403448,buy,BTC/USDT,0.0003144491790044307,19.465234326206833,61902.64,0.019465234326206834,0.019457454853518266,19.50415701538656,auto_mode
92,2026-07-08T09:50:23.664111,sell,BTC/USDT,0.0003144491790044307,19.514335565508375,62058.79,0.019514335565508377,0.01951972522443651,19.55336962629832,auto_mode
93,2026-07-08T10:18:58.022759,buy,BTC/USDT,0.00031367618837170163,19.445411132776645,61991.99,0.019445411132776647,0.01944389921354869,19.48430044312297,auto_mode
94,2026-07-08T11:05:03.860622,sell,BTC/USDT,0.00031367618837170163,19.493293802931582,62144.64,0.019493293802931584,0.019492823288649028,19.53227992002316,auto_mode
95,2026-07-08T11:41:41.110388,buy,BTC/USDT,0.0003126925295929154,19.430194719304637,62138.34,0.019430194719304638,0.019430122800022834,19.469055036823967,auto_mode
96,2026-07-08T12:01:49.956724,sell,BTC/USDT,0.0003126925295929154,19.461983041863057,62240.0,0.019461983041863057,0.019467795995988187,19.50091282090091,auto_mode
97,2026-07-08T12:16:51.584510,buy,BTC/USDT,0.0003112282314944116,19.407289954120174,62357.1,0.019407289954120173,0.019413150381719216,19.446110394456014,auto_mode
98,2026-07-08T12:55:04.481839,sell,BTC/USDT,0.0003112282314944116,19.331994508074732,62115.17,0.019331994508074733,0.01933422912677686,19.370660731709584,auto_mode
99,2026-07-08T13:10:33.262815,buy,BTC/USDT,0.00031274947331152254,19.372105823736277,61941.29,0.019372105823736278,0.019374829871648822,19.410852759431663,auto_mode
100,2026-07-08T13:17:04.120579,sell,BTC/USDT,0.00031274947331152254,19.35515167478806,61887.08,0.019355151674788063,0.01935571149634529,19.393862537959194,auto_mode
101,2026-07-08T13:45:43.877580,buy,BTC/USDT,0.0003124834149518068,19.351129189379044,61926.9,0.019351129189379045,0.019348198094946797,19.389828516663368,auto_mode
102,2026-07-08T14:45:06.124538,sell,BTC/USDT,0.0003124834149518068,19.344385797284385,61905.32,0.019344385797284386,0.01934689503910645,19.383077078120778,auto_mode
103,2026-07-08T15:15:06.843935,buy,BTC/USDT,0.0003136952644885424,19.339720859562476,61651.3,0.019339720859562478,0.01932363142944686,19.378384211851486,auto_mode
104,2026-07-08T15:25:12.027416,sell,BTC/USDT,0.0003136952644885424,19.315817280408446,61575.1,0.019315817280408445,0.01931727596338832,19.35445037365224,auto_mode
105,2026-07-08T15:30:07.490072,buy,BTC/USDT,0.0003129719357379476,19.29119577424806,61638.74,0.01929119577424806,0.019295658754051686,19.329782628776357,auto_mode
106,2026-07-08T15:49:10.891846,sell,BTC/USDT,0.0003129719357379476,19.299495789983833,61665.26,0.019299495789983835,0.019301314156930472,19.338096599930747,auto_mode
107,2026-07-08T16:00:08.979054,buy,BTC/USDT,0.00031234131244136786,19.272614640488428,61703.7,0.019272614640488427,0.01927416385339814,19.311161418982316,auto_mode
108,2026-07-08T16:39:15.812369,sell,BTC/USDT,0.00031234131244136786,19.303961214605046,61804.06,0.019303961214605047,0.019306712941567654,19.342571888761217,auto_mode
109,2026-07-08T16:54:16.627401,buy,BTC/USDT,0.0003103839699757618,19.257056430175496,62042.69,0.019257056430175497,0.019257292321992678,19.29557077892766,auto_mode
110,2026-07-08T17:45:56.704847,sell,BTC/USDT,0.0003103839699757618,19.31768683487056,62238.03,0.019317686834870562,0.019318298291291412,19.356322819996723,auto_mode
111,2026-07-08T18:17:13.339816,buy,BTC/USDT,0.0003089279010341947,19.25099970617537,62315.51,0.019250999706175373,0.01924628546640559,19.289496991347953,auto_mode
112,2026-07-08T18:46:20.807177,sell,BTC/USDT,0.0003089279010341947,19.195497719475565,62135.85,0.019195497719475565,0.01919761387559765,19.23389083107064,auto_mode
113,2026-07-08T19:02:48.164240,buy,BTC/USDT,0.000308921075748715,19.210939811011247,62187.21,0.019210939811011248,0.019212107532677578,19.249362858354935,auto_mode
114,2026-07-08T19:18:48.372916,sell,BTC/USDT,0.000308921075748715,19.189735468371854,62118.57,0.019189735468371855,0.019189451260982166,19.22811465510121,auto_mode
115,2026-07-08T19:32:48.728335,buy,BTC/USDT,0.00030818985583884006,19.184014150444053,62247.39,0.019184014150444052,0.019184821607866356,19.222382986202362,auto_mode
116,2026-07-08T20:17:49.033556,sell,BTC/USDT,0.00030818985583884006,19.16017874699348,62170.05,0.01916017874699348,0.019165559741876427,19.19850448548235,auto_mode
117,2026-07-08T20:32:49.539495,buy,BTC/USDT,0.0003078319139733264,19.15962147661424,62240.53,0.019159621476614243,0.019157041845175145,19.19793813993603,auto_mode
118,2026-07-08T20:50:57.712490,sell,BTC/USDT,0.0003078319139733264,19.154745419096905,62224.69,0.019154745419096904,0.019154733105820346,19.193054897621824,auto_mode
119,2026-07-08T21:23:05.438914,buy,BTC/USDT,0.00030835319104907465,19.137740372886636,62064.35,0.019137740372886635,0.019133078072637977,19.17601119133216,auto_mode
120,2026-07-08T22:21:30.320911,sell,BTC/USDT,0.00030835319104907465,19.17589291321514,62188.08,0.01917589291321514,0.019175436550492385,19.21424424267885,auto_mode
121,2026-07-08T22:51:31.556757,buy,BTC/USDT,0.0003069654259600066,19.121217114671627,62291.11,0.019121217114671626,0.019117729987432722,19.15945606177373,auto_mode
122,2026-07-08T23:21:32.340404,sell,BTC/USDT,0.0003069654259600066,19.10668844106094,62243.78,0.019106688441060938,0.0191066915107152,19.144901821012713,auto_mode
123,2026-07-08T23:38:16.456566,buy,BTC/USDT,0.00030674145981142946,19.08667446047719,62223.98,0.019086674460477192,0.01909188599787939,19.12485302093555,auto_mode
124,2026-07-09T00:13:18.641926,sell,BTC/USDT,0.00030674145981142946,19.09103632403571,62238.2,0.01909103632403571,0.019086879977255264,19.129214240337,auto_mode
125,2026-07-09T00:30:25.210738,buy,BTC/USDT,0.00030653691223697,19.080227637626713,62244.47,0.019080227637626714,0.01906985136314749,19.11837771662749,auto_mode
126,2026-07-09T00:45:25.558264,sell,BTC/USDT,0.00030653691223697,19.06796616113723,62204.47,0.01906796616113723,0.019063628663829078,19.1060977559622,auto_mode
127,2026-07-09T01:02:04.437095,buy,BTC/USDT,0.0003062942007717668,19.043621401160046,62174.28,0.019043621401160046,0.01904451271728429,19.08170953527849,auto_mode
128,2026-07-09T01:32:04.799072,sell,BTC/USDT,0.0003062942007717668,19.089948399026774,62325.53,0.019089948399026776,0.01908136603552115,19.128119713461324,auto_mode
129,2026-07-09T01:51:13.356968,buy,BTC/USDT,0.000307628111378421,19.05088904615738,61928.31,0.01905088904615738,0.019030908600323353,19.08897084380386,auto_mode
