trade_id,executed_at,side,trading_pair,base_amount,quote_amount,price,fee_amount,modeled_cost,total_cost,strategy_used
130,2026-07-09T02:01:18.644068,sell,BTC/USDT,0.000307628111378421,19.043862820093498,61905.47,0.019043862820093498,0.019042392357721108,19.081949075271314,auto_mode
131,2026-07-09T02:06:09.534095,buy,BTC/USDT,0.00030675683319910296,19.01062588600635,61972.95,0.019010625886006348,0.01900665338501642,19.048643165277372,auto_mode
132,2026-07-09T02:41:11.992259,sell,BTC/USDT,0.00030675683319910296,18.989195853639057,61903.09,0.018989195853639056,0.01899553038224462,19.02718057987494,auto_mode
133,2026-07-09T03:02:08.550126,buy,BTC/USDT,0.00030717953214069043,18.984957594171767,61804.11,0.018984957594171768,0.018979563521587375,19.022922115287525,auto_mode
134,2026-07-09T03:20:45.922877,sell,BTC/USDT,0.00030717953214069043,18.98584227122433,61806.99,0.01898584227122433,0.018982518588686572,19.023810632084242,auto_mode
135,2026-07-09T05:37:18.480433,buy,BTC/USDT,0.0003041067241842362,18.96371518672374,62358.75,0.01896371518672374,0.018956960976379604,19.001635862886843,auto_mode
136,2026-07-09T06:09:51.838336,sell,BTC/USDT,0.0003041067241842362,19.018694641389008,62539.54,0.019018694641389007,0.019021878638791213,19.05673521466919,auto_mode
137,2026-07-09T06:39:53.629992,buy,BTC/USDT,0.0003017330329493694,18.94399467137189,62783.96,0.01894399467137189,0.018945180482191383,18.981883846525452,auto_mode
138,2026-07-09T07:17:19.349608,sell,BTC/USDT,0.0003017330329493694,18.988578744320492,62931.72,0.018988578744320493,0.018983259190949592,19.026550582255762,auto_mode
139,2026-07-09T07:42:56.402742,buy,BTC/USDT,0.00030101939026577057,18.935709030097573,62905.28,0.018935709030097572,0.018931347259132623,18.973576086386803,auto_mode
140,2026-07-09T08:00:52.037541,sell,BTC/USDT,0.00030101939026577057,18.95425784492575,62966.9,0.01895425784492575,0.018949462606038813,18.992161565376712,auto_mode
141,2026-07-09T08:17:11.939096,buy,BTC/USDT,0.00030039148460079493,18.914086745677288,62964.79,0.018914086745677287,0.01891232945549237,18.95191316187846,auto_mode
142,2026-07-09T08:35:08.580071,sell,BTC/USDT,0.00030039148460079493,18.91953885112279,62982.94,0.01891953885112279,0.018922804106560404,18.957381194080472,auto_mode
143,2026-07-09T09:12:31.140907,buy,BTC/USDT,0.0003004344577939007,18.893743212154874,62888.07,0.018893743212154875,0.018890720841509466,18.931527676208535,auto_mode
144,2026-07-09T09:48:33.972828,sell,BTC/USDT,0.0003004344577939007,18.88590788149561,62861.99,0.01888590788149561,0.018885910885840185,18.923679700262944,auto_mode
145,2026-07-09T09:57:32.153855,buy,BTC/USDT,0.00029968736842159687,18.86708200386584,62955.88,0.01886708200386584,0.018866485626002683,18.904815571495707,auto_mode
146,2026-07-09T10:27:32.742874,sell,BTC/USDT,0.00029968736842159687,18.84725468757107,62889.72,0.01884725468757107,0.018848489399528965,18.88495043165817,auto_mode
147,2026-07-09T10:44:41.872244,buy,BTC/USDT,0.0002994883644241047,18.839890581758,62906.92,0.018839890581757997,0.018839887586874358,18.877570359926633,auto_mode
148,2026-07-09T11:48:51.342826,sell,BTC/USDT,0.0002994883644241047,18.771924692335595,62679.98,0.018771924692335597,0.01877021161889109,18.80946682864682,auto_mode
149,2026-07-09T12:03:57.547997,buy,BTC/USDT,0.00029978728984693745,18.805575749530128,62729.73,0.018805575749530127,0.01880371407046018,18.843185039350118,auto_mode
150,2026-07-09T12:22:43.350204,sell,BTC/USDT,0.00029978728984693745,18.79834488009902,62705.61,0.01879834488009902,0.018801969308433267,18.835945194287554,auto_mode
151,2026-07-09T12:37:44.617125,buy,BTC/USDT,0.00029875567601469956,18.7912898629241,62898.52,0.0187912898629241,0.01877970411780825,18.828860856904832,auto_mode
152,2026-07-09T13:02:47.999111,sell,BTC/USDT,0.00029875567601469956,18.74392812560549,62739.99,0.018743928125605488,0.01873989791153605,18.78141195164263,auto_mode
153,2026-07-09T13:32:50.318034,buy,BTC/USDT,0.00029976392673776507,18.749834931424644,62548.67,0.018749834931424646,0.018747706607544806,18.787332472963612,auto_mode
154,2026-07-09T14:07:51.391309,sell,BTC/USDT,0.00029976392673776507,18.862600125384855,62924.85,0.018862600125384855,0.018865804601761686,18.900328530112002,auto_mode
155,2026-07-09T14:27:48.947751,buy,BTC/USDT,0.0002983227119960689,18.747717932002953,62843.75,0.018747717932002955,0.018747714948775834,18.78521336488373,auto_mode
156,2026-07-09T15:30:43.138592,sell,BTC/USDT,0.0002983227119960689,18.78744556755947,62976.92,0.01878744556755947,0.01879192637469365,18.825024939501724,auto_mode
157,2026-07-09T15:45:51.041123,buy,BTC/USDT,0.00029738561194388266,18.732608160388754,62990.97,0.018732608160388756,0.018733146428346375,18.770073914977488,auto_mode
158,2026-07-09T16:05:53.369671,sell,BTC/USDT,0.00029738561194388266,18.72817414091467,62976.06,0.018728174140914673,0.018727424729172572,18.765629739784757,auto_mode
159,2026-07-09T16:26:06.061089,buy,BTC/USDT,0.0002986855957129585,18.704913627631925,62624.09,0.018704913627631926,0.018709782202842046,18.7423283234624,auto_mode
160,2026-07-09T16:26:56.704209,sell,BTC/USDT,0.0002986855957129585,18.688587472970255,62569.43,0.018688587472970256,0.018688273853094756,18.725964334296318,auto_mode
161,2026-07-09T16:37:05.339628,buy,BTC/USDT,0.00029777858650592744,18.68491545692625,62747.68,0.018684915456926254,0.018684075721312306,18.722284448104492,auto_mode
162,2026-07-09T16:55:07.433686,sell,BTC/USDT,0.00029777858650592744,18.67001759424336,62697.65,0.018670017594243363,0.01867392444929832,18.707361536286903,auto_mode
163,2026-07-09T17:07:06.150188,buy,BTC/USDT,0.000297459218243794,18.662516987811074,62739.75,0.018662516987811073,0.01865867976389573,18.69983818456278,auto_mode
164,2026-07-09T17:33:05.475606,sell,BTC/USDT,0.000297459218243794,18.67412979569131,62778.79,0.018674129795691313,0.018675521904832692,18.711479447391834,auto_mode
165,2026-07-09T18:15:32.028925,buy,BTC/USDT,0.0002941233248024499,18.6354685617886,63359.37,0.0186354685617886,0.01863860391643099,18.67274263426682,auto_mode
166,2026-07-09T18:31:40.303577,sell,BTC/USDT,0.0002941233248024499,18.63261262430477,63349.66,0.01863261262430477,0.018632615565538014,18.66987785249461,auto_mode
167,2026-07-09T18:46:50.062530,buy,BTC/USDT,0.0002938959163484548,18.617592133597885,63347.57,0.018617592133597885,0.018615670054304968,18.65482539578579,auto_mode
168,2026-07-09T19:25:02.765589,sell,BTC/USDT,0.0002938959163484548,18.576646554532218,63208.25,0.018576646554532217,0.01857685228167366,18.613800053368422,auto_mode
169,2026-07-09T19:25:10.693334,buy,BTC/USDT,0.00029403051015562567,18.582290136375413,63198.51,0.018582290136375412,0.01858515693384943,18.619457583445637,auto_mode
170,2026-07-09T20:10:10.617778,sell,BTC/USDT,0.00029403051015562567,18.591240425104548,63228.95,0.018591240425104547,0.01859124336540965,18.628422908895065,auto_mode
171,2026-07-09T20:25:11.817608,buy,BTC/USDT,0.00029348672266828207,18.568241663228974,63267.74,0.018568241663228974,0.018564643516009064,18.60537454840821,auto_mode
172,2026-07-09T20:49:56.390763,sell,BTC/USDT,0.00029348672266828207,18.573239742116016,63284.77,0.018573239742116016,0.018577154854996412,18.61039013671313,auto_mode
2026-07-09T20:49:56.454575,11,TestBot14-Auto,172,market_sell,BTC/USDT,0.00029349,63284.77000000,0.01857324,filled,auto_mode,92.75,True,
