trade_id,executed_at,side,trading_pair,base_amount,quote_amount,price,fee_amount,modeled_cost,total_cost,strategy_used
36,2026-07-07T16:40:30.942756,buy,BTC/USDT,0.0001560399799395002,9.995922675324183,64060.01,0.009995922675324183,0.01,10.015918597999507,dca_accumulator
43,2026-07-07T17:40:31.001027,buy,BTC/USDT,0.0001558931022290843,10.00062513133994,64150.53,0.01000062513133994,0.01,10.02062575647128,dca_accumulator
46,2026-07-07T18:40:31.215049,buy,BTC/USDT,0.00015615886666140932,10.000001561588666,64037.36,0.010000001561588666,0.01,10.020001563150254,dca_accumulator
52,2026-07-07T19:40:31.531495,buy,BTC/USDT,0.00015679208413212366,9.995772885411796,63751.77,0.009995772885411796,0.01,10.015768658297208,dca_accumulator
55,2026-07-07T20:40:32.228764,buy,BTC/USDT,0.00015702595356365692,10.001436787475107,63692.89,0.010001436787475108,0.01,10.021438224262582,dca_accumulator
58,2026-07-07T21:40:32.461701,buy,BTC/USDT,0.00015786475915520885,10.003056261737246,63364.72,0.010003056261737246,0.01,10.023059317998984,dca_accumulator
60,2026-07-07T22:40:33.277716,buy,BTC/USDT,0.00015716042543327164,9.998456684622244,63619.43,0.009998456684622244,0.01,10.018455141306866,dca_accumulator
64,2026-07-07T23:40:33.604459,buy,BTC/USDT,0.00015734217596362248,10.0,63555.75,0.01,0.01,10.02,dca_accumulator
67,2026-07-08T00:40:34.049123,buy,BTC/USDT,0.00015706652505548767,9.998551846638987,63658.07,0.009998551846638988,0.01,10.018550398485626,dca_accumulator
2026-07-08T00:40:34.080117,10,TestBot14-DCA,67,market_buy,BTC/USDT,0.00015707,63658.07000000,0.00999855,filled,dca_accumulator,99.82,True,
