sale_date,trading_pair,token,buy_date,buy_price,sale_price,amount,proceeds,cost_basis,gain_loss,holding_period_days,short_term,is_simulated
2026-06-16,BTC/USDT,BTC,2026-06-16,65750.00000000,65764.59000000,0.00020877,13.73,13.73,-0.01,,True,True
2026-06-16,BTC/USDT,BTC,2026-06-16,65740.00000000,65739.89000000,0.00076042,49.99,49.99,-0.05,,True,True
